客户号,客户姓名,性别,年龄_连续,婚姻状态,户籍,教育程度,居住类型,职业类别,工作年限,个人收入_连续,保险缴纳,车辆情况,信用总评分,信用等级,额度,审批结果
0000999993898132,anon_S9659,男,41,未婚,北京,大专,租房,国有企业,21,29000000,无,无,82,B-良好客户,50000,0-通过
0000999993898018,anon_S9647,女,54,离异,吉林,大专,租房,私营企业,34,28000000,无,无,82,B-良好客户,50000,0-通过
0000999993897911,anon_S9637,男,51,已婚,山东,大专,租房,私营企业,31,28000000,无,无,82,B-良好客户,50000,0-通过
0000999993897820,anon_S9711,男,47,已婚,宁夏,本科,租房,个体户,24,27920000,无,无,82,B-良好客户,50000,0-通过
0000999993897784,anon_S9707,男,46,未婚,上海,大专,租房,其他企业,26,26050000,无,无,82,B-良好客户,50000,0-通过
0000999993889820,anon_S8913,男,48,已婚,福建,本科,租房,私营企业,25,2000000,无,无,82,B-良好客户,50000,0-通过
0000999993889831,anon_S8914,男,60,未婚,广东,本科,租房,私营企业,37,2000000,无,无,82,B-良好客户,50000,0-通过
0000999993895164,anon_S9445,男,28,已婚,上海,本科,租房,个体户,5,9000000,有,无,82,B-良好客户,50000,0-通过
0000999993886024,anon_S8538,男,28,未婚,广东,本科,租房,私营企业,5,1150000,有,无,82,B-良好客户,50000,0-通过
0000999993882393,anon_S8176,男,27,已婚,北京,本科,租房,个体户,4,511400,有,无,82,B-良好客户,50000,0-通过
0000999993897581,anon_S9687,男,27,未婚,湖南,本科,租房,私营企业,4,25000000,有,无,82,B-良好客户,50000,0-通过
0000999993886079,anon_S8543,男,45,未婚,四川,本科,租房,私营企业,22,1150000,无,无,82,B-良好客户,50000,0-通过
0000999993886080,anon_S8544,女,29,未婚,海南,硕士及以上,租房,私营企业,4,1150000,无,无,82,B-良好客户,50000,0-通过
0000999993886126,anon_S8548,男,50,未婚,黑龙江,本科,租房,私营企业,27,1150000,无,无,82,B-良好客户,50000,0-通过
0000999993886148,anon_S8550,男,50,已婚,吉林,大专,租房,其他企业,30,1150000,无,无,82,B-良好客户,50000,0-通过
0000999993897489,anon_S9677,男,56,未婚,河南,大专,租房,其他企业,36,24840000,无,无,82,B-良好客户,50000,0-通过
0000999993886160,anon_S8552,男,29,未婚,河南,硕士及以上,租房,私营企业,4,1155750,无,无,82,B-良好客户,50000,0-通过
0000999993886193,anon_S8555,男,62,未婚,内蒙古,本科,租房,国有企业,39,1155750,无,无,82,B-良好客户,50000,0-通过
0000999993897478,anon_S9676,男,50,离异,河南,大专,租房,国有企业,30,23979204,无,无,82,B-良好客户,50000,0-通过
0000999993882610,anon_S8198,男,50,已婚,辽宁,大专,租房,私营企业,30,552070,无,无,82,B-良好客户,50000,0-通过
0000999993882621,anon_S8199,女,67,未婚,福建,大专,租房,私营企业,47,552070,无,无,82,B-良好客户,50000,0-通过
0000999993897467,anon_S9675,男,41,未婚,河南,大专,租房,外资企业,21,23979204,无,无,82,B-良好客户,50000,0-通过
0000999993890109,anon_S8941,男,29,未婚,湖北,硕士及以上,租房,其他企业,4,2140000,无,无,82,B-良好客户,50000,0-通过
0000999993895108,anon_S9439,男,27,已婚,福建,本科,租房,个体户,4,9000000,有,无,82,B-良好客户,50000,0-通过
0000999993897387,anon_S9667,男,57,未婚,山东,大专,租房,私营企业,37,23966000,无,无,82,B-良好客户,50000,0-通过
0000999993897310,anon_S9660,男,48,已婚,贵州,大专,租房,外资企业,28,23000000,无,无,82,B-良好客户,50000,0-通过
0000999993897274,anon_S9656,男,28,已婚,福建,本科,租房,私营企业,5,23000000,有,无,82,B-良好客户,50000,0-通过
0000999993895095,anon_S7858,女,27,未婚,山西,本科,租房,个体户,4,9000000,有,无,82,B-良好客户,50000,0-通过
0000999993897014,anon_S9630,女,41,未婚,江苏,大专,租房,其他企业,21,20000000,无,无,82,B-良好客户,50000,0-通过
0000999993896962,anon_S9625,男,50,未婚,青海,大专,租房,其他企业,30,20000000,无,无,82,B-良好客户,50000,0-通过
0000999993896917,anon_S9620,女,44,已婚,辽宁,大专,租房,私营企业,24,20000000,无,无,82,B-良好客户,50000,0-通过
0000999993882745,anon_S8211,女,33,已婚,辽宁,硕士及以上,租房,国有企业,8,640000,无,无,82,B-良好客户,50000,0-通过
0000999993896848,anon_S9613,男,64,未婚,湖北,本科,租房,个体户,41,18000000,无,无,82,B-良好客户,50000,0-通过
0000999993882789,anon_S8215,男,50,未婚,内蒙古,本科,租房,私营企业,27,640000,无,无,82,B-良好客户,50000,0-通过
0000999993886422,anon_S8578,女,45,未婚,上海,大专,租房,私营企业,25,1215133,无,无,82,B-良好客户,50000,0-通过
0000999993882803,anon_S8217,女,29,未婚,贵州,硕士及以上,租房,私营企业,4,640000,无,无,82,B-良好客户,50000,0-通过
0000999993890267,anon_S8957,男,49,未婚,福建,大专,租房,外资企业,29,2217004,无,无,82,B-良好客户,50000,0-通过
0000999993896804,anon_S9609,男,51,已婚,浙江,大专,租房,私营企业,31,18000000,无,无,82,B-良好客户,50000,0-通过
0000999993886535,anon_S8589,男,28,未婚,重庆,本科,租房,私营企业,5,1240000,无,有,82,B-良好客户,50000,0-通过
0000999993882847,anon_S8221,男,30,未婚,天津,硕士及以上,租房,私营企业,5,663440,无,无,82,B-良好客户,50000,0-通过
0000999993896791,anon_S9608,男,52,离异,河北,本科,租房,私营企业,29,18000000,无,无,82,B-良好客户,50000,0-通过
0000999993879049,anon_S7842,女,50,离异,上海,高中,自购房,私营企业,32,439520,有,有,82,B-良好客户,50000,0-通过
0000999993896768,anon_S9605,男,48,已婚,湖南,本科,租房,个体户,25,16000000,无,无,82,B-良好客户,50000,0-通过
0000999993886603,anon_S8596,女,31,未婚,青海,硕士及以上,租房,私营企业,6,1250000,无,无,82,B-良好客户,50000,0-通过
0000999993896713,anon_S9600,男,65,已婚,浙江,大专,租房,国有企业,45,15000000,无,无,82,B-良好客户,50000,0-通过
0000999993896702,anon_S9599,女,58,已婚,上海,本科,租房,私营企业,35,15000000,无,无,82,B-良好客户,50000,0-通过
0000999993896611,anon_S9590,男,51,未婚,安徽,大专,租房,私营企业,31,15000000,无,无,82,B-良好客户,50000,0-通过
0000999993896600,anon_S9589,男,44,未婚,山西,大专,租房,其他企业,24,15000000,无,无,82,B-良好客户,50000,0-通过
0000999993896269,anon_S9555,男,51,已婚,河南,本科,租房,私营企业,28,14820000,无,无,82,B-良好客户,50000,0-通过
0000999993896258,anon_S9554,女,32,未婚,重庆,硕士及以上,租房,私营企业,7,14820000,无,无,82,B-良好客户,50000,0-通过
0000999993890541,anon_S8985,女,31,已婚,内蒙古,硕士及以上,租房,私营企业,6,4700000,无,无,82,B-良好客户,50000,0-通过
0000999993869428,anon_S6883,男,36,已婚,江苏,大专,自购房,其他企业,16,229202,有,有,82,B-良好客户,50000,0-通过
0000999993886749,anon_S8610,男,28,已婚,福建,本科,租房,外资企业,5,1320000,有,无,82,B-良好客户,50000,0-通过
0000999993869360,anon_S6877,男,33,未婚,辽宁,大专,自购房,私营企业,13,229000,有,有,82,B-良好客户,50000,0-通过
0000999993886772,anon_S8613,女,43,未婚,甘肃,大专,租房,私营企业,23,1339200,无,无,82,B-良好客户,50000,0-通过
0000999993883034,anon_S8240,女,47,未婚,甘肃,本科,租房,私营企业,24,698450,无,无,82,B-良好客户,50000,0-通过
0000999993890686,anon_S8999,女,27,未婚,宁夏,本科,租房,个体户,4,4700000,有,无,82,B-良好客户,50000,0-通过
0000999993890700,anon_S9001,男,28,已婚,河北,本科,租房,个体户,5,4740000,有,无,82,B-良好客户,50000,0-通过
0000999993883045,anon_S8241,女,66,未婚,浙江,本科,租房,私营企业,43,698450,无,无,82,B-良好客户,50000,0-通过
0000999993869348,anon_S6875,女,35,已婚,河北,大专,自购房,私营企业,15,228000,有,有,82,B-良好客户,50000,0-通过
0000999993869097,anon_S6850,男,41,未婚,江西,高中,自购房,私营企业,23,226050,有,有,82,B-良好客户,50000,0-通过
0000999993868232,anon_S6764,男,36,未婚,辽宁,大专,自购房,国有企业,16,210000,有,有,82,B-良好客户,50000,0-通过
0000999993868210,anon_S6762,男,33,未婚,广东,大专,自购房,外资企业,13,210000,有,有,82,B-良好客户,50000,0-通过
0000999993886863,anon_S8621,男,28,未婚,海南,本科,租房,外资企业,5,1340000,有,无,82,B-良好客户,50000,0-通过
0000999993890868,anon_S9017,男,27,已婚,浙江,本科,租房,私营企业,4,4750000,有,无,82,B-良好客户,50000,0-通过
0000999993879888,anon_S7926,女,26,已婚,河北,硕士及以上,自购房,私营企业,1,452041,有,有,82,B-良好客户,50000,0-通过
0000999993871812,anon_S7121,男,22,已婚,河北,硕士及以上,自购房,私营企业,0,272605,有,有,82,B-良好客户,50000,0-通过
0000999993886896,anon_S8624,男,28,未婚,天津,本科,租房,个体户,5,1340000,有,无,82,B-良好客户,50000,0-通过
0000999993890982,anon_S9029,男,60,已婚,陕西,大专,租房,个体户,40,4760000,无,无,82,B-良好客户,50000,0-通过
0000999993854671,anon_S5416,男,37,未婚,上海,本科,自购房,私营企业,14,83580,有,有,82,B-良好客户,50000,0-通过
0000999993867726,anon_S6713,男,28,未婚,黑龙江,硕士及以上,自购房,私营企业,3,198939,有,有,82,B-良好客户,50000,0-通过
0000999993883205,anon_S8257,男,41,未婚,湖北,大专,租房,私营企业,21,700000,无,无,82,B-良好客户,50000,0-通过
0000999993870262,anon_S6967,男,35,未婚,山东,大专,自购房,私营企业,15,239400,有,有,82,B-良好客户,50000,0-通过
0000999993867294,anon_S6671,女,28,未婚,福建,硕士及以上,自购房,私营企业,3,195750,有,有,82,B-良好客户,50000,0-通过
0000999993872464,anon_S7186,男,33,未婚,山西,大专,自购房,其他企业,13,288000,有,有,82,B-良好客户,50000,0-通过
0000999993891114,anon_S9042,男,51,未婚,湖南,大专,租房,国有企业,31,4920000,无,无,82,B-良好客户,50000,0-通过
0000999993872475,anon_S7187,男,37,未婚,北京,大专,自购房,私营企业,17,288000,有,有,82,B-良好客户,50000,0-通过
0000999993866187,anon_S6560,男,37,已婚,西藏,本科,自购房,私营企业,14,183400,有,有,82,B-良好客户,50000,0-通过
0000999993887073,anon_S8641,男,56,已婚,山西,大专,租房,私营企业,36,1349700,无,无,82,B-良好客户,50000,0-通过
0000999993883272,anon_S8264,男,31,未婚,吉林,硕士及以上,租房,其他企业,6,720000,无,无,82,B-良好客户,50000,0-通过
0000999993887095,anon_S8643,男,28,未婚,辽宁,本科,租房,私营企业,5,1350000,有,无,82,B-良好客户,50000,0-通过
0000999993887108,anon_S8644,男,28,已婚,黑龙江,本科,租房,私营企业,5,1350000,有,无,82,B-良好客户,50000,0-通过
0000999993866096,anon_S6551,女,39,未婚,江苏,本科,自购房,私营企业,16,180000,有,有,82,B-良好客户,50000,0-通过
0000999993879980,anon_S7936,男,36,离异,广西,大专,自购房,私营企业,16,454480,有,有,82,B-良好客户,50000,0-通过
0000999993887142,anon_S8647,男,28,未婚,江西,本科,租房,私营企业,5,1379000,有,无,82,B-良好客户,50000,0-通过
0000999993887153,anon_S8648,男,28,未婚,山东,本科,租房,私营企业,5,1379000,有,无,82,B-良好客户,50000,0-通过
0000999993872678,anon_S7207,男,27,已婚,安徽,硕士及以上,自购房,私营企业,2,295201,有,有,82,B-良好客户,50000,0-通过
0000999993865548,anon_S6496,男,36,未婚,西藏,本科,自购房,私营企业,13,173000,有,有,82,B-良好客户,50000,0-通过
0000999993865399,anon_S6481,女,36,未婚,湖南,本科,自购房,外资企业,13,170060,有,有,82,B-良好客户,50000,0-通过
0000999993865286,anon_S6470,男,33,离异,黑龙江,大专,自购房,国有企业,13,167650,有,有,82,B-良好客户,50000,0-通过
0000999993865264,anon_S6468,男,33,未婚,广东,大专,自购房,个体户,13,167650,有,有,82,B-良好客户,50000,0-通过
0000999993894783,anon_S9408,男,27,已婚,浙江,本科,租房,私营企业,4,8400515,有,无,82,B-良好客户,50000,0-通过
0000999993872929,anon_S7232,男,39,未婚,贵州,本科,自购房,国有企业,16,298000,有,有,82,B-良好客户,50000,0-通过
0000999993865106,anon_S6452,男,36,已婚,湖北,本科,自购房,私营企业,13,165000,有,有,82,B-良好客户,50000,0-通过
0000999993873014,anon_S7241,男,59,未婚,宁夏,高中,自购房,私营企业,41,298000,有,有,82,B-良好客户,50000,0-通过
0000999993873047,anon_S7244,男,33,已婚,广东,大专,自购房,个体户,13,300019,有,有,82,B-良好客户,50000,0-通过
0000999993887335,anon_S8665,女,53,已婚,陕西,大专,租房,私营企业,33,1400000,无,无,82,B-良好客户,50000,0-通过
0000999993887346,anon_S8666,男,28,未婚,湖南,本科,租房,其他企业,5,1400000,有,无,82,B-良好客户,50000,0-通过
0000999993864929,anon_S6434,男,36,未婚,青海,本科,自购房,私营企业,13,165000,有,有,82,B-良好客户,50000,0-通过
0000999993894658,anon_S9395,男,42,已婚,湖北,大专,租房,其他企业,22,8400000,无,无,82,B-良好客户,50000,0-通过
0000999993894669,anon_S9396,女,46,未婚,甘肃,大专,租房,其他企业,26,8400000,无,无,82,B-良好客户,50000,0-通过
0000999993887437,anon_S8675,男,28,未婚,河北,本科,租房,私营企业,5,1400000,有,无,82,B-良好客户,50000,0-通过
0000999993891635,anon_S9094,男,27,未婚,福建,本科,租房,个体户,4,5202000,有,无,82,B-良好客户,50000,0-通过
0000999993887459,anon_S8677,男,28,未婚,吉林,本科,租房,私营企业,5,1400000,有,无,82,B-良好客户,50000,0-通过
0000999993883602,anon_S8297,男,61,未婚,吉林,大专,租房,私营企业,41,770000,无,无,82,B-良好客户,50000,0-通过
0000999993887482,anon_S8680,女,28,未婚,河北,本科,租房,其他企业,5,1400000,有,无,82,B-良好客户,50000,0-通过
0000999993864849,anon_S6426,女,33,未婚,湖南,大专,自购房,其他企业,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993864838,anon_S6425,男,36,未婚,青海,本科,自购房,私营企业,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993883680,anon_S8305,女,48,已婚,山东,大专,租房,私营企业,28,780000,无,无,82,B-良好客户,50000,0-通过
0000999993864770,anon_S6419,男,36,未婚,河北,本科,自购房,私营企业,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993887618,anon_S8693,男,28,未婚,甘肃,本科,租房,私营企业,5,1400700,有,无,82,B-良好客户,50000,0-通过
0000999993891817,anon_S9112,男,53,已婚,宁夏,大专,租房,外资企业,33,5400856,无,无,82,B-良好客户,50000,0-通过
0000999993879549,anon_S7892,女,43,未婚,北京,高中,自购房,外资企业,25,450000,有,有,82,B-良好客户,50000,0-通过
0000999993887630,anon_S8695,男,27,未婚,黑龙江,本科,租房,私营企业,4,1400700,有,无,82,B-良好客户,50000,0-通过
0000999993864758,anon_S6417,男,36,未婚,安徽,本科,自购房,个体户,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993891919,anon_S9122,男,28,已婚,安徽,本科,租房,外资企业,5,5480000,有,无,82,B-良好客户,50000,0-通过
0000999993864714,anon_S6413,男,33,未婚,湖北,大专,自购房,私营企业,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993887663,anon_S8698,男,27,已婚,福建,本科,租房,国有企业,4,1410000,有,无,82,B-良好客户,50000,0-通过
0000999993864667,anon_S6408,男,33,未婚,江苏,大专,自购房,其他企业,13,160000,有,有,82,B-良好客户,50000,0-通过
0000999993873423,anon_S7281,男,39,已婚,福建,本科,自购房,私营企业,16,309208,有,有,82,B-良好客户,50000,0-通过
0000999993864022,anon_S6344,男,36,未婚,四川,本科,自购房,私营企业,13,153400,有,有,82,B-良好客户,50000,0-通过
0000999993863981,anon_S6340,男,36,未婚,甘肃,本科,自购房,私营企业,13,153283,有,有,82,B-良好客户,50000,0-通过
0000999993883964,anon_S8333,女,58,已婚,湖北,大专,租房,其他企业,38,832000,无,无,82,B-良好客户,50000,0-通过
0000999993863357,anon_S6277,男,38,未婚,江西,本科,自购房,私营企业,15,150000,有,有,82,B-良好客户,50000,0-通过
0000999993863302,anon_S6272,女,36,未婚,吉林,本科,自购房,个体户,13,150000,有,有,82,B-良好客户,50000,0-通过
0000999993895629,anon_S9491,男,56,已婚,上海,大专,租房,外资企业,36,11000000,无,无,82,B-良好客户,50000,0-通过
0000999993887823,anon_S8714,女,28,未婚,辽宁,本科,租房,个体户,5,1440000,有,无,82,B-良好客户,50000,0-通过
0000999993884027,anon_S8339,女,51,已婚,上海,大专,租房,其他企业,31,840000,无,无,82,B-良好客户,50000,0-通过
0000999993873977,anon_S7336,男,33,未婚,四川,大专,自购房,私营企业,13,326080,有,有,82,B-良好客户,50000,0-通过
0000999993892163,anon_S9146,男,42,已婚,湖南,大专,租房,私营企业,22,5600021,无,无,82,B-良好客户,50000,0-通过
0000999993887856,anon_S8717,女,27,未婚,河南,本科,租房,私营企业,4,1440000,有,无,82,B-良好客户,50000,0-通过
0000999993887867,anon_S8718,女,28,已婚,广东,本科,租房,私营企业,5,1440000,有,无,82,B-良好客户,50000,0-通过
0000999993863299,anon_S6271,男,38,未婚,黑龙江,本科,自购房,私营企业,15,150000,有,有,82,B-良好客户,50000,0-通过
0000999993862886,anon_S6230,男,39,未婚,天津,本科,自购房,国有企业,16,149400,有,有,82,B-良好客户,50000,0-通过
0000999993862660,anon_S6208,男,53,未婚,上海,高中,自购房,私营企业,35,142000,有,有,82,B-良好客户,50000,0-通过
0000999993887936,anon_S8725,男,27,未婚,辽宁,本科,租房,私营企业,4,1440000,有,无,82,B-良好客户,50000,0-通过
0000999993881220,anon_S8060,女,36,已婚,宁夏,本科,自购房,私营企业,13,483920,有,有,82,B-良好客户,50000,0-通过
0000999993862547,anon_S6196,男,43,未婚,山西,初中及以下,自购房,私营企业,25,140037,有,有,82,B-良好客户,50000,0-通过
0000999993874449,anon_S7383,男,27,未婚,广东,硕士及以上,自购房,个体户,2,336000,有,有,82,B-良好客户,50000,0-通过
0000999993874686,anon_S7407,男,39,离异,内蒙古,大专,自购房,私营企业,19,342000,有,有,82,B-良好客户,50000,0-通过
0000999993854503,anon_S5399,男,36,未婚,吉林,大专,自购房,其他企业,16,82476,有,有,82,B-良好客户,50000,0-通过
0000999993884276,anon_S8364,女,46,未婚,浙江,大专,租房,私营企业,26,840000,无,无,82,B-良好客户,50000,0-通过
0000999993870749,anon_S7014,男,28,未婚,福建,硕士及以上,自购房,私营企业,3,250000,有,有,82,B-良好客户,50000,0-通过
0000999993861225,anon_S6064,男,39,未婚,陕西,大专,自购房,私营企业,19,123000,有,有,82,B-良好客户,50000,0-通过
0000999993869905,anon_S6931,女,33,已婚,辽宁,大专,自购房,私营企业,13,236000,有,有,82,B-良好客户,50000,0-通过
0000999993888102,anon_S8742,女,27,未婚,浙江,本科,租房,私营企业,4,1470000,有,无,82,B-良好客户,50000,0-通过
0000999993884436,anon_S8380,男,28,未婚,吉林,本科,租房,私营企业,5,870000,有,无,82,B-良好客户,50000,0-通过
0000999993892469,anon_S9176,男,76,未婚,广东,大专,租房,外资企业,50,6000000,无,无,82,B-良好客户,50000,0-通过
0000999993875272,anon_S7466,男,37,未婚,上海,本科,自购房,私营企业,14,350000,有,有,82,B-良好客户,50000,0-通过
0000999993892505,anon_S9180,女,27,未婚,辽宁,本科,租房,私营企业,4,6000000,有,无,82,B-良好客户,50000,0-通过
0000999993888135,anon_S8745,女,27,未婚,安徽,本科,租房,私营企业,4,1470000,有,无,82,B-良好客户,50000,0-通过
0000999993888146,anon_S8746,女,28,未婚,河南,本科,租房,个体户,5,1470000,有,无,82,B-良好客户,50000,0-通过
0000999993860492,anon_S5991,女,63,未婚,天津,高中,自购房,外资企业,45,116350,有,有,82,B-良好客户,50000,0-通过
0000999993900005,anon_S9861,男,54,未婚,四川,大专,租房,私营企业,34,3040000000,无,无,82,B-良好客户,50000,0-通过
0000999993895732,anon_S9502,男,47,已婚,上海,大专,租房,其他企业,27,11998000,无,无,82,B-良好客户,50000,0-通过
0000999993895743,anon_S9503,女,50,已婚,江苏,大专,租房,其他企业,30,11998000,无,无,82,B-良好客户,50000,0-通过
0000999993888248,anon_S8756,女,27,未婚,上海,本科,租房,私营企业,4,1470000,有,无,82,B-良好客户,50000,0-通过
0000999993888259,anon_S8757,男,28,离异,黑龙江,本科,租房,私营企业,5,1470000,有,无,82,B-良好客户,50000,0-通过
0000999993888317,anon_S8763,男,67,未婚,陕西,大专,租房,私营企业,47,1520603,无,无,82,B-良好客户,50000,0-通过
0000999993892913,anon_S9221,男,44,已婚,福建,大专,租房,私营企业,24,6400000,无,无,82,B-良好客户,50000,0-通过
0000999993892924,anon_S9222,女,60,未婚,湖北,大专,租房,私营企业,40,6400000,无,无,82,B-良好客户,50000,0-通过
0000999993895754,anon_S9504,男,52,已婚,天津,大专,租房,外资企业,32,11998000,无,无,82,B-良好客户,50000,0-通过
0000999993875840,anon_S7522,女,36,已婚,江西,大专,自购房,外资企业,16,358000,有,有,82,B-良好客户,50000,0-通过
0000999993892957,anon_S9225,女,27,未婚,河南,本科,租房,私营企业,4,6400000,有,无,82,B-良好客户,50000,0-通过
0000999993875884,anon_S7526,男,37,未婚,陕西,大专,自购房,私营企业,17,358680,有,有,82,B-良好客户,50000,0-通过
0000999993870818,anon_S7021,男,27,未婚,天津,硕士及以上,自购房,其他企业,2,256000,有,有,82,B-良好客户,50000,0-通过
0000999993859352,anon_S5878,男,27,离异,江苏,硕士及以上,自购房,私营企业,2,106000,有,有,82,B-良好客户,50000,0-通过
0000999993859136,anon_S5856,女,34,未婚,黑龙江,大专,自购房,外资企业,14,105000,有,有,82,B-良好客户,50000,0-通过
0000999993858905,anon_S5834,男,27,未婚,内蒙古,硕士及以上,自购房,私营企业,2,105000,有,有,82,B-良好客户,50000,0-通过
0000999993895812,anon_S9510,男,32,未婚,广东,硕士及以上,租房,其他企业,7,12000000,无,无,82,B-良好客户,50000,0-通过
0000999993858870,anon_S5831,女,41,未婚,江苏,高中,自购房,外资企业,23,105000,有,有,82,B-良好客户,50000,0-通过
0000999993881537,anon_S8091,男,39,未婚,浙江,本科,自购房,私营企业,16,490999,有,有,82,B-良好客户,50000,0-通过
0000999993858825,anon_S5828,男,35,未婚,内蒙古,大专,自购房,私营企业,15,105000,有,有,82,B-良好客户,50000,0-通过
0000999993876275,anon_S7565,男,37,已婚,山西,大专,自购房,外资企业,17,368920,有,有,82,B-良好客户,50000,0-通过
0000999993884833,anon_S8420,女,45,未婚,广东,大专,租房,外资企业,25,911960,无,无,82,B-良好客户,50000,0-通过
0000999993876446,anon_S7582,女,26,未婚,天津,硕士及以上,自购房,私营企业,1,379200,有,有,82,B-良好客户,50000,0-通过
0000999993876865,anon_S7624,男,38,已婚,辽宁,本科,自购房,个体户,15,390250,有,有,82,B-良好客户,50000,0-通过
0000999993893166,anon_S9246,男,42,未婚,海南,大专,租房,私营企业,22,6520447,无,无,82,B-良好客户,50000,0-通过
0000999993888588,anon_S8790,女,27,未婚,广西,本科,租房,私营企业,4,1575206,有,无,82,B-良好客户,50000,0-通过
0000999993888599,anon_S8791,女,27,已婚,河南,本科,租房,私营企业,4,1575206,有,无,82,B-良好客户,50000,0-通过
0000999993893213,anon_S9251,男,48,未婚,江西,本科,租房,外资企业,25,6546000,无,无,82,B-良好客户,50000,0-通过
0000999993888623,anon_S8794,男,27,未婚,广东,本科,租房,外资企业,4,1627845,有,无,82,B-良好客户,50000,0-通过
0000999993895890,anon_S9518,男,33,未婚,广东,硕士及以上,租房,其他企业,8,12000000,无,无,82,B-良好客户,50000,0-通过
0000999993876978,anon_S7635,男,33,未婚,陕西,大专,自购房,私营企业,13,392020,有,有,82,B-良好客户,50000,0-通过
0000999993895914,anon_S9520,男,56,离异,上海,大专,租房,个体户,36,12000000,无,无,82,B-良好客户,50000,0-通过
0000999993857275,anon_S5674,男,68,未婚,四川,高中,自购房,外资企业,50,98000,有,有,82,B-良好客户,50000,0-通过
0000999993877326,anon_S7670,男,45,已婚,甘肃,高中,自购房,私营企业,27,400000,有,有,82,B-良好客户,50000,0-通过
0000999993856918,anon_S5638,男,39,未婚,山西,本科,自购房,私营企业,16,96000,有,有,82,B-良好客户,50000,0-通过
0000999993888781,anon_S8810,女,29,未婚,湖南,硕士及以上,租房,个体户,4,1670000,无,无,82,B-良好客户,50000,0-通过
0000999993884957,anon_S8432,女,43,已婚,内蒙古,大专,租房,其他企业,23,920160,无,无,82,B-良好客户,50000,0-通过
0000999993888850,anon_S8817,女,27,未婚,天津,本科,租房,私营企业,4,1720000,有,无,82,B-良好客户,50000,0-通过
0000999993888872,anon_S8819,女,52,离异,山西,大专,租房,私营企业,32,1750000,无,无,82,B-良好客户,50000,0-通过
0000999993888894,anon_S8821,男,27,未婚,河北,本科,租房,外资企业,4,1750000,有,无,82,B-良好客户,50000,0-通过
0000999993877428,anon_S7680,男,36,已婚,甘肃,大专,自购房,私营企业,16,400369,有,有,82,B-良好客户,50000,0-通过
0000999993877698,anon_S7707,男,42,未婚,吉林,高中,自购房,外资企业,24,400766,有,有,82,B-良好客户,50000,0-通过
0000999993856511,anon_S5598,女,41,已婚,山东,初中及以下,自购房,外资企业,21,95000,有,有,82,B-良好客户,50000,0-通过
0000999993888974,anon_S8829,女,53,已婚,天津,大专,租房,私营企业,33,1750000,无,无,82,B-良好客户,50000,0-通过
0000999993856373,anon_S5584,女,42,未婚,河北,初中及以下,自购房,个体户,26,94009,有,有,82,B-良好客户,50000,0-通过
0000999993888996,anon_S8831,女,27,未婚,陕西,本科,租房,国有企业,4,1829520,有,无,82,B-良好客户,50000,0-通过
0000999993885043,anon_S8441,女,27,未婚,上海,本科,租房,私营企业,4,980000,有,无,82,B-良好客户,50000,0-通过
0000999993893508,anon_S9280,女,52,已婚,福建,本科,租房,外资企业,29,6950000,无,无,82,B-良好客户,50000,0-通过
0000999993877858,anon_S7723,女,57,已婚,山东,高中,自购房,私营企业,39,410005,有,有,82,B-良好客户,50000,0-通过
0000999993893531,anon_S9283,男,50,未婚,广东,本科,租房,外资企业,27,6950000,无,无,82,B-良好客户,50000,0-通过
0000999993877961,anon_S7734,女,56,已婚,重庆,初中及以下,自购房,个体户,21,410400,有,有,82,B-良好客户,50000,0-通过
0000999993878228,anon_S7760,男,45,已婚,天津,高中,自购房,私营企业,27,420000,有,有,82,B-良好客户,50000,0-通过
0000999993889069,anon_S8838,男,47,丧偶,辽宁,大专,租房,私营企业,27,1829520,无,无,82,B-良好客户,50000,0-通过
0000999993885134,anon_S8450,男,28,未婚,江苏,本科,租房,个体户,5,980000,有,无,82,B-良好客户,50000,0-通过
0000999993889081,anon_S8840,男,27,未婚,宁夏,本科,租房,私营企业,4,1848000,有,无,82,B-良好客户,50000,0-通过
0000999993889092,anon_S8841,男,27,未婚,贵州,本科,租房,私营企业,4,1848000,有,无,82,B-良好客户,50000,0-通过
0000999993855835,anon_S5530,男,54,离异,河南,高中,自购房,私营企业,36,90000,有,有,82,B-良好客户,50000,0-通过
0000999993881821,anon_S8120,女,38,已婚,贵州,大专,自购房,私营企业,18,495000,有,有,82,B-良好客户,50000,0-通过
0000999993899963,anon_S9857,女,52,已婚,内蒙古,大专,租房,私营企业,32,2226070000,无,无,82,B-良好客户,50000,0-通过
0000999993899918,anon_S9852,男,45,离异,贵州,本科,租房,私营企业,22,920000000,无,无,82,B-良好客户,50000,0-通过
0000999993899861,anon_S9847,女,33,已婚,宁夏,本科,其他,外资企业,10,229000000,有,无,82,B-良好客户,50000,0-通过
0000999993885236,anon_S8460,女,27,已婚,甘肃,本科,租房,私营企业,4,980000,有,无,82,B-良好客户,50000,0-通过
0000999993899770,anon_S9838,女,57,已婚,江西,本科,租房,私营企业,34,48000000,无,无,82,B-良好客户,50000,0-通过
0000999993893734,anon_S9303,女,54,离异,四川,大专,租房,国有企业,34,7142000,无,无,82,B-良好客户,50000,0-通过
